"演奏会名","日付","会場","全体指揮等","ステージ","曲目・組曲名等","個別の曲名","作詞・訳詩","作曲","編曲","備考"
"第35回定期演奏会(東京公演)","2009年1月25日","かめありリリオホール","指揮: 鈴木義孝","2","合唱オペラ「セロ弾きのゴーシュ」","1 金星音楽団","宮澤賢治(原作)","林光","-","台本: 林光"
"第35回定期演奏会(東京公演)","2009年1月25日","かめありリリオホール","指揮: 鈴木義孝","2","合唱オペラ「セロ弾きのゴーシュ」","2 猫の訪問と印度の虎狩り","宮澤賢治(原作)","林光","-","台本: 林光"
"第35回定期演奏会(東京公演)","2009年1月25日","かめありリリオホール","指揮: 鈴木義孝","2","合唱オペラ「セロ弾きのゴーシュ」","3 かっこうのドレミファ","宮澤賢治(原作)","林光","-","台本: 林光"
"第35回定期演奏会(東京公演)","2009年1月25日","かめありリリオホール","指揮: 鈴木義孝","2","合唱オペラ「セロ弾きのゴーシュ」","4 仔狸のてぃーちでぃーる","宮澤賢治(原作)","林光","-","台本: 林光"
"第35回定期演奏会(東京公演)","2009年1月25日","かめありリリオホール","指揮: 鈴木義孝","2","合唱オペラ「セロ弾きのゴーシュ」","5 野ねずみの母子","宮澤賢治(原作)","林光","-","台本: 林光"
"第35回定期演奏会(東京公演)","2009年1月25日","かめありリリオホール","指揮: 鈴木義孝","2","合唱オペラ「セロ弾きのゴーシュ」","6 演奏会の夜","宮澤賢治(原作)","林光","-","台本: 林光"
"山形県合唱連盟創立60周年記念事業 山形県合唱祭","2009年5月24日","山形テルサホール","指揮: 田中信昭","-","唱歌の四季","-","-","-","林光(編曲)","合同演奏"
"第25回平和コンサート","2009年6月28日","山形市民会館","-","-","-","手紙","-","-","大田桜子(編曲)","合同演奏"
"第25回平和コンサート","2009年6月28日","山形市民会館","-","-","-","翼をください","-","-","若林千春(編曲)","合同演奏"
"文翔館コンサート Vol.8","2009年7月19日","文翔館 議場ホール","指揮: 鈴木義孝","I","「日本抒情歌曲集」(弦楽四重奏版)","1. かやの木山の","北原白秋","山田耕筰","-","山形弦楽四重奏団"
"文翔館コンサート Vol.8","2009年7月19日","文翔館 議場ホール","指揮: 鈴木義孝","I","「日本抒情歌曲集」(弦楽四重奏版)","2. 中国地方の子守歌","日本民謡","山田耕筰","-","山形弦楽四重奏団"
"文翔館コンサート Vol.8","2009年7月19日","文翔館 議場ホール","指揮: 鈴木義孝","I","「日本抒情歌曲集」(弦楽四重奏版)","3. 曼珠沙華","北原白秋","山田耕筰","-","山形弦楽四重奏団"
"文翔館コンサート Vol.8","2009年7月19日","文翔館 議場ホール","指揮: 鈴木義孝","I","「日本抒情歌曲集」(弦楽四重奏版)","4. この道","北原白秋","山田耕筰","-","山形弦楽四重奏団"
"文翔館コンサート Vol.8","2009年7月19日","文翔館 議場ホール","指揮: 鈴木義孝","II","-","最上川 (弦楽四重奏版・初演)","国分一太郎","林光","-","山形弦楽四重奏団"
"文翔館コンサート Vol.8","2009年7月19日","文翔館 議場ホール","指揮: 鈴木義孝","III","五つの混声合唱曲「飛行機よ」","1. 五月の詩・序詞","寺山修司","萩京子","-","ピアノ: 萩京子"
"文翔館コンサート Vol.8","2009年7月19日","文翔館 議場ホール","指揮: 鈴木義孝","III","五つの混声合唱曲「飛行機よ」","2. 少女に","寺山修司","萩京子","-","ピアノ: 萩京子"
"文翔館コンサート Vol.8","2009年7月19日","文翔館 議場ホール","指揮: 鈴木義孝","III","五つの混声合唱曲「飛行機よ」","3. ぼくが小鳥に","寺山修司","萩京子","-","ピアノ: 萩京子"
"文翔館コンサート Vol.8","2009年7月19日","文翔館 議場ホール","指揮: 鈴木義孝","III","五つの混声合唱曲「飛行機よ」","4. 櫻の木の実のうれる頃","寺山修司","萩京子","-","ピアノ: 萩京子"
"文翔館コンサート Vol.8","2009年7月19日","文翔館 議場ホール","指揮: 鈴木義孝","III","五つの混声合唱曲「飛行機よ」","5. 飛行機よ","寺山修司","萩京子","-","ピアノ: 萩京子"
"文翔館コンサート Vol.8","2009年7月19日","文翔館 議場ホール","指揮: 鈴木義孝","IV","混声合唱とギターのための組曲「クレーの絵本 第1集」","1. 階段の上の子供","谷川俊太郎","三善晃","-","ギター: 大島忠幸, シンバル: 郷津幸男"
"文翔館コンサート Vol.8","2009年7月19日","文翔館 議場ホール","指揮: 鈴木義孝","IV","混声合唱とギターのための組曲「クレーの絵本 第1集」","2. あやつり人形劇場","谷川俊太郎","三善晃","-","ギター: 大島忠幸, シンバル: 郷津幸男"
"文翔館コンサート Vol.8","2009年7月19日","文翔館 議場ホール","指揮: 鈴木義孝","IV","混声合唱とギターのための組曲「クレーの絵本 第1集」","3. 幻想喜歌劇「船乗り」から格闘の場面","谷川俊太郎","三善晃","-","ギター: 大島忠幸, シンバル: 郷津幸男"
"文翔館コンサート Vol.8","2009年7月19日","文翔館 議場ホール","指揮: 鈴木義孝","IV","混声合唱とギターのための組曲「クレーの絵本 第1集」","4. 選ばれた場所","谷川俊太郎","三善晃","-","ギター: 大島忠幸, シンバル: 郷津幸男"
"文翔館コンサート Vol.8","2009年7月19日","文翔館 議場ホール","指揮: 鈴木義孝","IV","混声合唱とギターのための組曲「クレーの絵本 第1集」","5. 黄色い鳥のいる風景","谷川俊太郎","三善晃","-","ギター: 大島忠幸, シンバル: 郷津幸男"
"文翔館コンサート Vol.8","2009年7月19日","文翔館 議場ホール","指揮: 鈴木義孝","V","愛唱曲より","1. 手紙 〜拝啓十五の君へ〜","アンジェラ・アキ","アンジェラ・アキ","大田桜子","ピアノ: 郷津由紀子"
"文翔館コンサート Vol.8","2009年7月19日","文翔館 議場ホール","指揮: 鈴木義孝","V","愛唱曲より","2. うた","佐藤信","林光","-","Violin: 中島光之, 駒込綾"
"文翔館コンサート Vol.8","2009年7月19日","文翔館 議場ホール","指揮: 鈴木義孝","V","愛唱曲より","3. GIFT","桜井和寿","桜井和寿","鈴木瞳","山形弦楽四重奏団, ギター: 大島忠幸"
"第36回定期演奏会(山形公演)","2009年12月19日","山形市中央公民館ホール","指揮: 鈴木義孝","I","合唱童話 やまなし(宮沢賢治音楽劇場 その15)","1 五月","宮沢賢治(原作)","吉川和夫","-","演出: 山元清多, マリンバ: 星律子"
"第36回定期演奏会(山形公演)","2009年12月19日","山形市中央公民館ホール","指揮: 鈴木義孝","I","合唱童話 やまなし(宮沢賢治音楽劇場 その15)","2 間奏曲","宮沢賢治(原作)","吉川和夫","-","演出: 山元清多, マリンバ: 星律子"
"第36回定期演奏会(山形公演)","2009年12月19日","山形市中央公民館ホール","指揮: 鈴木義孝","I","合唱童話 やまなし(宮沢賢治音楽劇場 その15)","3 十二月","宮沢賢治(原作)","吉川和夫","-","演出: 山元清多, マリンバ: 星律子"
"第36回定期演奏会(山形公演)","2009年12月19日","山形市中央公民館ホール","指揮: 鈴木義孝","II","合唱劇 ポラーノの広場 (委嘱作品・改訂版初演)","プロローグ 青い幻燈のように","宮沢賢治(原作)","吉川和夫","-","台本構成: 山元清多, クラリネット: 南川肇, ピアノ: 郷津由紀子"
"第36回定期演奏会(山形公演)","2009年12月19日","山形市中央公民館ホール","指揮: 鈴木義孝","II","合唱劇 ポラーノの広場 (委嘱作品・改訂版初演)","1 遁げた山羊","宮沢賢治(原作)","吉川和夫","-","台本構成: 山元清多, クラリネット: 南川肇, ピアノ: 郷津由紀子"
"第36回定期演奏会(山形公演)","2009年12月19日","山形市中央公民館ホール","指揮: 鈴木義孝","II","合唱劇 ポラーノの広場 (委嘱作品・改訂版初演)","2 つめくさのあかり","宮沢賢治(原作)","吉川和夫","-","台本構成: 山元清多, クラリネット: 南川肇, ピアノ: 郷津由紀子"
"第36回定期演奏会(山形公演)","2009年12月19日","山形市中央公民館ホール","指揮: 鈴木義孝","II","合唱劇 ポラーノの広場 (委嘱作品・改訂版初演)","3 ポラーノの広場","宮沢賢治(原作)","吉川和夫","-","台本構成: 山元清多, クラリネット: 南川肇, ピアノ: 郷津由紀子"
"第36回定期演奏会(山形公演)","2009年12月19日","山形市中央公民館ホール","指揮: 鈴木義孝","II","合唱劇 ポラーノの広場 (委嘱作品・改訂版初演)","4 警察署","宮沢賢治(原作)","吉川和夫","-","台本構成: 山元清多, クラリネット: 南川肇, ピアノ: 郷津由紀子"
"第36回定期演奏会(山形公演)","2009年12月19日","山形市中央公民館ホール","指揮: 鈴木義孝","II","合唱劇 ポラーノの広場 (委嘱作品・改訂版初演)","5 センダード市の毒蛾","宮沢賢治(原作)","吉川和夫","-","台本構成: 山元清多, クラリネット: 南川肇, ピアノ: 郷津由紀子"
"第36回定期演奏会(山形公演)","2009年12月19日","山形市中央公民館ホール","指揮: 鈴木義孝","II","合唱劇 ポラーノの広場 (委嘱作品・改訂版初演)","6 風と草穂","宮沢賢治(原作)","吉川和夫","-","台本構成: 山元清多, クラリネット: 南川肇, ピアノ: 郷津由紀子"
"第36回定期演奏会(山形公演)","2009年12月19日","山形市中央公民館ホール","指揮: 鈴木義孝","II","合唱劇 ポラーノの広場 (委嘱作品・改訂版初演)","エピローグ 七年たって","宮沢賢治(原作)","吉川和夫","-","台本構成: 山元清多, クラリネット: 南川肇, ピアノ: 郷津由紀子"
"第36回定期演奏会(仙台公演)","2010年1月24日","仙台市青年文化センター シアターホール","指揮: 鈴木義孝","I","合唱童話 やまなし","合唱童話 やまなし","宮沢賢治(原作)","吉川和夫","-","演出: 山元清多"
"第36回定期演奏会(仙台公演)","2010年1月24日","仙台市青年文化センター シアターホール","指揮: 鈴木義孝","II","合唱劇 ポラーノの広場","合唱劇 ポラーノの広場","宮沢賢治(原作)","吉川和夫","-","演出: 山元清多"
"文翔館コンサート Vol.9","2010年5月23日","文翔館 議場ホール","指揮: 鈴木義孝","-","-","-","-","-","-","ピアノ: 郷津由紀子"
"第37回定期演奏会(山形公演)","2010年12月18日","山形市中央公民館ホール","指揮: 鈴木義孝","-","合唱劇 なめとこ山の熊 (委嘱初演)","合唱劇 なめとこ山の熊","宮沢賢治(原作)","林光","-","演出: 加藤直"
"第37回定期演奏会(山形公演)","2010年12月18日","山形市中央公民館ホール","指揮: 鈴木義孝","-","宮沢賢治の詩によるソング・アルバム 等","宮沢賢治の詩によるソング・アルバム 等","宮沢賢治","林光","-",""
"第37回定期演奏会(東京公演)","2011年1月23日","かめありリリオホール","指揮: 鈴木義孝","1","宮沢賢治の詩によるソング・アルバム 等","宮沢賢治の詩によるソング・アルバム 等","宮沢賢治","林光","-",""
"第37回定期演奏会(東京公演)","2011年1月23日","かめありリリオホール","指揮: 鈴木義孝","2","合唱劇 なめとこ山の熊","合唱劇 なめとこ山の熊","宮沢賢治(原作)","林光","-","演出: 加藤直"
"文翔館コンサート Vol.10","2011年5月29日","文翔館 議場ホール","指揮: 鈴木義孝","-","-","-","-","-","-","ピアノ: 郷津由紀子"
"国分一太郎生誕100年の集い","2011年7月23日","-","指揮: 林光","-","-","-","-","-","-","ピアノ: 林光"
"第16回世田谷ファミリーコンサート","2011年10月9日","玉川区民会館ホール","指揮: 鈴木義孝","1","じゃがいも・ソングアルバム","雨の音楽","ジョセフ・シーモン・コッター・Jr, 木島始(訳)","林光","-","ピアノ: 郷津由紀子"
